Customer Key,Customer Name,Trader,Responsibility Center,Status,Date of Addition
C-1886,Customer 1886,Trader40,RC40,Active,45540
C-1887,Customer 1887,Trader17,RC17,Canvassing,45315
C-1888,Customer 1888,Trader17,RC17,Active,45621
C-1889,Customer 1889,Trader24,RC24,Active,45419
C-189,Customer 189,Trader26,RC26,Active,45097
C-1890,Customer 1890,Trader19,RC19,Active,45622
C-1891,Customer 1891,Trader77,RC77,Canvassing,45342
C-1892,Customer 1892,Trader47,RC47,Active,45625
C-1893,Customer 1893,Trader42,RC42,Canvassing,45625
C-1894,Customer 1894,Trader52,RC52,Active,45625
C-1895,Customer 1895,Trader26,RC26,Open,45630
C-1896,Customer 1896,Trader38,RC38,Dormant,45546
C-1897,Customer 1897,Trader82,RC82,Canvassing,45573
C-1898,Customer 1898,Trader52,RC52,Dormant,45628
C-1899,Customer 1899,Trader20,RC20,Active,45638
C-19,Customer 19,Trader99,RC99,Canvassing,45419
C-190,Customer 190,Trader26,RC26,Open,44927
C-1900,Customer 1900,Trader52,RC52,Active,45642
C-1901,Customer 1901,Trader35,RC35,Active,45545
C-1902,Customer 1902,Trader82,RC82,Canvassing,45642
C-1903,Customer 1903,Trader82,RC82,Canvassing,45642
C-1904,Customer 1904,Trader30,RC30,Dormant,45643
C-1905,Customer 1905,Trader30,RC30,Dormant,45643
C-1906,Customer 1906,Trader30,RC30,Canvassing,45499
C-1907,Customer 1907,Trader30,RC30,Dormant,45643
C-1908,Customer 1908,Trader20,RC20,Active,45644
C-1909,Customer 1909,Trader52,RC52,Dormant,45645
C-191,Customer 191,Trader99,RC99,Canvassing,45282
C-1910,Customer 1910,Trader30,RC30,Dormant,45499
C-1911,Customer 1911,Trader52,RC52,Dormant,45649
C-1912,Customer 1912,Trader74,RC74,Active,45650
C-1913,Customer 1913,Trader74,RC74,Dormant,45063
C-1914,Customer 1914,Trader74,RC74,Active,45642
C-1915,Customer 1915,Trader80,RC80,Canvassing,45652
C-1916,Customer 1916,Trader42,RC42,Active,45063
C-1917,Customer 1917,Trader52,RC52,Dormant,45653
C-1918,Customer 1918,Trader51,RC51,Canvassing,45653
C-1919,Customer 1919,Trader52,RC52,Active,45640
C-192,Customer 192,Trader27,RC27,Active,45376
C-1920,Customer 1920,Trader20,RC20,Canvassing,45642
C-1921,Customer 1921,Trader46,RC46,Active,45663
C-1922,Customer 1922,Trader52,RC52,Active,45673
C-1923,Customer 1923,Trader26,RC26,Active,45672
C-1924,Customer 1924,Trader40,RC40,Open,45674
C-1925,Customer 1925,Trader74,RC74,Active,45674
C-1926,Customer 1926,Trader26,RC26,Active,45674
C-1927,Customer 1927,Trader42,RC42,Canvassing,45677
C-1928,Customer 1928,Trader17,RC17,Dormant,45678
C-1929,Customer 1929,Trader17,RC17,Open,45673
C-193,Customer 193,Trader65,RC65,Active,45282
C-1930,Customer 1930,Trader42,RC42,Canvassing,45337
C-1931,Customer 1931,Trader65,RC65,Active,45679
C-1932,Customer 1932,Trader26,RC26,Active,45380
C-1933,Customer 1933,Trader35,RC35,Active,45673
C-1934,Customer 1934,Trader58,RC58,Active,45610
C-1935,Customer 1935,Trader74,RC74,Active,45679
C-1936,Customer 1936,Trader74,RC74,Dormant,45678
C-1937,Customer 1937,Trader26,RC26,Canvassing,45680
C-1938,Customer 1938,Trader20,RC20,Active,45544
C-1939,Customer 1939,Trader46,RC46,Open,45686
C-194,Customer 194,Trader20,RC20,Canvassing,45282
C-1940,Customer 1940,Trader99,RC99,Open,45695
C-1941,Customer 1941,Trader72,RC72,Active,45621
C-1942,Customer 1942,Trader99,RC99,Dormant,45626
C-1943,Customer 1943,Trader39,RC39,Canvassing,45172
C-1944,Customer 1944,Trader39,RC39,Active,45646
C-1945,Customer 1945,Trader39,RC39,Active,45645
C-1946,Customer 1946,Trader39,RC39,Active,45645
C-1947,Customer 1947,Trader30,RC30,Active,45693
C-1948,Customer 1948,Trader74,RC74,Active,45693
C-1949,Customer 1949,Trader52,RC52,Dormant,45692
C-195,Customer 195,Trader65,RC65,Active,45376
C-1950,Customer 1950,Trader42,RC42,Canvassing,45148
C-1951,Customer 1951,Trader35,RC35,Active,45701
C-1952,Customer 1952,Trader65,RC65,Open,45702
C-1953,Customer 1953,Trader32,RC32,Canvassing,45702
C-1954,Customer 1954,Trader22,RC22,Active,45706
C-1955,Customer 1955,Trader22,RC22,Active,45706
C-1956,Customer 1956,Trader22,RC22,Active,45706
C-1957,Customer 1957,Trader46,RC46,Active,45593
C-1958,Customer 1958,Trader17,RC17,Open,45706
C-1959,Customer 1959,Trader6,RC6,Dormant,45694
C-196,Customer 196,Trader26,RC26,Open,44927
C-1960,Customer 1960,Trader6,RC6,Dormant,45706
C-1961,Customer 1961,Trader99,RC99,Canvassing,45110
C-1962,Customer 1962,Trader6,RC6,Active,45251
C-1963,Customer 1963,Trader6,RC6,Canvassing,45338
C-1964,Customer 1964,Trader52,RC52,Active,45594
C-1965,Customer 1965,Trader41,RC41,Active,45712
C-1966,Customer 1966,Trader70,RC70,Open,45712
C-1967,Customer 1967,Trader22,RC22,Canvassing,45419
C-1968,Customer 1968,Trader27,RC27,Active,45705
C-1969,Customer 1969,Trader70,RC70,Active,45710
C-197,Customer 197,Trader99,RC99,Active,45376
C-1970,Customer 1970,Trader26,RC26,Dormant,45282
C-1971,Customer 1971,Trader52,RC52,Active,45715
C-1972,Customer 1972,Trader74,RC74,Active,45716
C-1973,Customer 1973,Trader28,RC28,Open,45695
C-1974,Customer 1974,Trader6,RC6,Active,45721
C-1975,Customer 1975,Trader65,RC65,Open,45721
C-1976,Customer 1976,Trader65,RC65,Dormant,45721
C-1977,Customer 1977,Trader40,RC40,Open,45708
C-1978,Customer 1978,Trader29,RC29,Canvassing,45723
C-1979,Customer 1979,Trader28,RC28,Active,45695
C-198,Customer 198,Trader99,RC99,Active,45376
C-1980,Customer 1980,Trader77,RC77,Open,45726
C-1981,Customer 1981,Trader40,RC40,Active,45726
C-1982,Customer 1982,Trader74,RC74,Active,45722
C-1983,Customer 1983,Trader20,RC20,Dormant,45728
C-1984,Customer 1984,Trader52,RC52,Active,45728
C-1985,Customer 1985,Trader52,RC52,Active,45728
C-1986,Customer 1986,Trader20,RC20,Canvassing,45419
C-1987,Customer 1987,Trader51,RC51,Active,45731
C-1988,Customer 1988,Trader52,RC52,Active,45734
C-1989,Customer 1989,Trader51,RC51,Active,45735
C-199,Customer 199,Trader99,RC99,Canvassing,45282
C-1990,Customer 1990,Trader42,RC42,Canvassing,45579
C-1991,Customer 1991,Trader46,RC46,Open,45736
C-1992,Customer 1992,Trader40,RC40,Canvassing,45172
C-1993,Customer 1993,Trader19,RC19,Open,45735
C-1994,Customer 1994,Trader46,RC46,Open,45737
C-1995,Customer 1995,Trader29,RC29,Active,45561
C-1996,Customer 1996,Trader17,RC17,Dormant,45741
C-1997,Customer 1997,Trader99,RC99,Open,45693
C-1998,Customer 1998,Trader70,RC70,Open,45694
C-1999,Customer 1999,Trader11,RC11,Open,45736
C-02,Customer 2,Trader99,RC99,Canvassing,45419
C-20,Customer 20,Trader99,RC99,Canvassing,45282
C-200,Customer 200,Trader26,RC26,Open,44927
C-2000,Customer 2000,Trader17,RC17,Open,45742
C-2001,Customer 2001,Trader73,RC73,Dormant,45741
C-2002,Customer 2002,Trader42,RC42,Active,45511
C-2003,Customer 2003,Trader42,RC42,Canvassing,45132
C-2004,Customer 2004,Trader52,RC52,Active,45642
C-2005,Customer 2005,Trader52,RC52,Active,45744
C-2006,Customer 2006,Trader20,RC20,Dormant,45523
C-2007,Customer 2007,Trader42,RC42,Canvassing,45135
C-2008,Customer 2008,Trader27,RC27,Canvassing,45419
C-2009,Customer 2009,Trader17,RC17,Active,45751
C-201,Customer 201,Trader40,RC40,Active,45376
C-2010,Customer 2010,Trader73,RC73,Active,45734
C-2011,Customer 2011,Trader22,RC22,Active,45739
C-2012,Customer 2012,Trader52,RC52,Active,45091
C-2013,Customer 2013,Trader52,RC52,Active,45751
C-2014,Customer 2014,Trader26,RC26,Active,45754
C-2015,Customer 2015,Trader58,RC58,Active,45695
C-2016,Customer 2016,Trader26,RC26,Active,45756
C-2017,Customer 2017,Trader52,RC52,Active,45756
C-2018,Customer 2018,Trader46,RC46,Open,45757
C-2019,Customer 2019,Trader77,RC77,Active,45757
C-202,Customer 202,Trader32,RC32,Canvassing,45282
C-2020,Customer 2020,Trader46,RC46,Dormant,45758
C-2021,Customer 2021,Trader6,RC6,Active,45063
C-2022,Customer 2022,Trader77,RC77,Canvassing,45419
C-2023,Customer 2023,Trader29,RC29,Canvassing,45761
C-2024,Customer 2024,Trader40,RC40,Active,45758
C-2025,Customer 2025,Trader74,RC74,Active,45761
C-2026,Customer 2026,Trader26,RC26,Dormant,45680
C-2027,Customer 2027,Trader82,RC82,Canvassing,45761
C-2028,Customer 2028,Trader77,RC77,Canvassing,45063
C-2029,Customer 2029,Trader26,RC26,Dormant,45762
C-203,Customer 203,Trader99,RC99,Canvassing,45282
C-2030,Customer 2030,Trader17,RC17,Blacklisted,45727
C-2031,Customer 2031,Trader52,RC52,Active,45762
C-2032,Customer 2032,Trader70,RC70,Dormant,45119
C-2033,Customer 2033,Trader70,RC70,Active,45764
C-2034,Customer 2034,Trader17,RC17,Open,45764
C-2035,Customer 2035,Trader51,RC51,Canvassing,45770
C-2036,Customer 2036,Trader26,RC26,Active,45770
C-2037,Customer 2037,Trader77,RC77,Active,45394
C-2038,Customer 2038,Trader28,RC28,Active,45768
C-2039,Customer 2039,Trader74,RC74,Active,45772
C-204,Customer 204,Trader99,RC99,Active,45376
C-2040,Customer 2040,Trader29,RC29,Canvassing,45628
C-2041,Customer 2041,Trader52,RC52,Active,45775
C-2042,Customer 2042,Trader28,RC28,Active,45776
C-2043,Customer 2043,Trader65,RC65,Open,45586
C-2044,Customer 2044,Trader70,RC70,Active,45694
C-2045,Customer 2045,Trader70,RC70,Active,45694
C-2046,Customer 2046,Trader70,RC70,Active,45063
C-2047,Customer 2047,Trader70,RC70,Active,45775
C-2048,Customer 2048,Trader70,RC70,Active,45706
C-2049,Customer 2049,Trader17,RC17,Active,45611
C-205,Customer 205,Trader20,RC20,Canvassing,45419
C-2050,Customer 2050,Trader17,RC17,Active,45779
C-2051,Customer 2051,Trader28,RC28,Active,45699
C-2052,Customer 2052,Trader32,RC32,Active,45496
C-2053,Customer 2053,Trader30,RC30,Open,45782
C-2054,Customer 2054,Trader73,RC73,Canvassing,45709
C-2055,Customer 2055,Trader73,RC73,Active,45099
C-2056,Customer 2056,Trader73,RC73,Active,45762
C-2057,Customer 2057,Trader27,RC27,Active,45665
C-2058,Customer 2058,Trader70,RC70,Canvassing,45628
C-2059,Customer 2059,Trader74,RC74,Active,45789
C-206,Customer 206,Trader99,RC99,Active,45376
C-2060,Customer 2060,Trader73,RC73,Dormant,45779
C-2061,Customer 2061,Trader74,RC74,Dormant,45250
C-2062,Customer 2062,Trader74,RC74,Active,45791
C-2063,Customer 2063,Trader46,RC46,Open,45740
C-2064,Customer 2064,Trader42,RC42,Dormant,45791
C-2065,Customer 2065,Trader32,RC32,Open,45792
C-2066,Customer 2066,Trader28,RC28,Canvassing,45419
C-2067,Customer 2067,Trader40,RC40,Open,45756
C-2068,Customer 2068,Trader46,RC46,Dormant,45621
C-2069,Customer 2069,Trader65,RC65,Open,45798
C-207,Customer 207,Trader5,RC5,Active,45376
C-2070,Customer 2070,Trader74,RC74,Active,45797
C-2071,Customer 2071,Trader32,RC32,Canvassing,45539
C-2072,Customer 2072,Trader52,RC52,Active,45798
C-2073,Customer 2073,Trader65,RC65,Open,45800
C-2074,Customer 2074,Trader77,RC77,Open,45800
C-2075,Customer 2075,Trader19,RC19,Open,45800
C-2076,Customer 2076,Trader77,RC77,Open,45803
C-2077,Customer 2077,Trader77,RC77,Open,45758
C-2078,Customer 2078,Trader13,RC13,Open,45797
C-2079,Customer 2079,Trader28,RC28,Open,45785
C-208,Customer 208,Trader99,RC99,Canvassing,45282
C-2080,Customer 2080,Trader26,RC26,Open,45806
C-2081,Customer 2081,Trader51,RC51,Canvassing,45806
C-2082,Customer 2082,Trader52,RC52,Active,45807
C-2083,Customer 2083,Trader52,RC52,Dormant,45807
C-2084,Customer 2084,Trader52,RC52,Active,45811
C-2085,Customer 2085,Trader52,RC52,Active,45811
C-2086,Customer 2086,Trader52,RC52,Dormant,45771
C-2087,Customer 2087,Trader52,RC52,Dormant,45771
C-2088,Customer 2088,Trader40,RC40,Open,45803
C-2089,Customer 2089,Trader58,RC58,Active,45573
C-209,Customer 209,Trader99,RC99,Active,45376
C-2090,Customer 2090,Trader51,RC51,Canvassing,45581
C-2091,Customer 2091,Trader74,RC74,Dormant,45818
C-2092,Customer 2092,Trader38,RC38,Canvassing,45812
C-2093,Customer 2093,Trader38,RC38,Canvassing,45810
C-2094,Customer 2094,Trader38,RC38,Open,45811
C-2095,Customer 2095,Trader38,RC38,Canvassing,45811
C-2096,Customer 2096,Trader38,RC38,Canvassing,45812
C-2097,Customer 2097,Trader38,RC38,Canvassing,45812
C-2098,Customer 2098,Trader38,RC38,Canvassing,45812
C-2099,Customer 2099,Trader74,RC74,Active,45819
C-21,Customer 21,Trader80,RC80,Canvassing,45484
C-210,Customer 210,Trader65,RC65,Active,45282
C-2100,Customer 2100,Trader6,RC6,Active,45156
C-2101,Customer 2101,Trader38,RC38,Dormant,45811
C-2102,Customer 2102,Trader38,RC38,Canvassing,45811
C-2103,Customer 2103,Trader51,RC51,Canvassing,45820
C-2104,Customer 2104,Trader29,RC29,Canvassing,45715
C-2105,Customer 2105,Trader6,RC6,Open,45730
C-2106,Customer 2106,Trader47,RC47,Open,45821
C-2107,Customer 2107,Trader74,RC74,Active,45821
C-2108,Customer 2108,Trader17,RC17,Open,45819
C-2109,Customer 2109,Trader99,RC99,Open,45819
C-211,Customer 211,Trader17,RC17,Canvassing,45496
C-2110,Customer 2110,Trader74,RC74,Active,45821
C-2111,Customer 2111,Trader99,RC99,Active,45607
C-2112,Customer 2112,Trader74,RC74,Active,45825
C-2113,Customer 2113,Trader74,RC74,Open,45825
C-2114,Customer 2114,Trader20,RC20,Canvassing,45419
C-2115,Customer 2115,Trader52,RC52,Active,45063
C-2116,Customer 2116,Trader40,RC40,Open,45803
C-2117,Customer 2117,Trader40,RC40,Open,45806
C-2118,Customer 2118,Trader40,RC40,Open,45821
C-2119,Customer 2119,Trader70,RC70,Open,45698
C-212,Customer 212,Trader99,RC99,Active,45097
C-2120,Customer 2120,Trader74,RC74,Canvassing,45091
C-2121,Customer 2121,Trader74,RC74,Active,45357
C-2122,Customer 2122,Trader74,RC74,Active,45680
C-2123,Customer 2123,Trader74,RC74,Open,45832
C-2124,Customer 2124,Trader74,RC74,Open,45833
C-2125,Customer 2125,Trader74,RC74,Canvassing,45832
C-2126,Customer 2126,Trader38,RC38,Canvassing,45810
C-2127,Customer 2127,Trader74,RC74,Open,45799
C-2128,Customer 2128,Trader52,RC52,Active,45835
C-2129,Customer 2129,Trader74,RC74,Open,45838
C-213,Customer 213,Trader99,RC99,Active,45376
C-2130,Customer 2130,Trader6,RC6,Active,45838
C-2131,Customer 2131,Trader20,RC20,Open,45840
C-2132,Customer 2132,Trader42,RC42,Dormant,45138
C-2133,Customer 2133,Trader42,RC42,Open,45839
C-2134,Customer 2134,Trader28,RC28,Dormant,45819
C-2135,Customer 2135,Trader28,RC28,Open,45839
C-2136,Customer 2136,Trader28,RC28,Open,45757
C-2137,Customer 2137,Trader28,RC28,Open,45814
C-2138,Customer 2138,Trader6,RC6,Dormant,45510
C-2139,Customer 2139,Trader6,RC6,Active,45172
C-214,Customer 214,Trader99,RC99,Canvassing,45282
C-2140,Customer 2140,Trader38,RC38,Canvassing,45810
C-2141,Customer 2141,Trader38,RC38,Canvassing,45811
C-2142,Customer 2142,Trader74,RC74,Open,45842
C-2143,Customer 2143,Trader99,RC99,Canvassing,45183
C-2144,Customer 2144,Trader52,RC52,Active,45845
C-2145,Customer 2145,Trader74,RC74,Open,45845
C-2146,Customer 2146,Trader74,RC74,Open,45833
C-2147,Customer 2147,Trader74,RC74,Open,45846
C-2148,Customer 2148,Trader20,RC20,Canvassing,45419
C-2149,Customer 2149,Trader26,RC26,Canvassing,45419
C-215,Customer 215,Trader76,RC76,Canvassing,45419
C-2150,Customer 2150,Trader20,RC20,Open,45846
C-2151,Customer 2151,Trader65,RC65,Dormant,45849
C-2152,Customer 2152,Trader28,RC28,Dormant,45852
C-2153,Customer 2153,Trader26,RC26,Open,45852
C-2154,Customer 2154,Trader28,RC28,Canvassing,45300
C-2155,Customer 2155,Trader74,RC74,Open,45854
C-2156,Customer 2156,Trader74,RC74,Open,45855
C-2157,Customer 2157,Trader74,RC74,Open,45855
C-2158,Customer 2158,Trader74,RC74,Open,45855
C-2159,Customer 2159,Trader68,RC68,Open,45858
C-216,Customer 216,Trader26,RC26,Active,45282
C-2160,Customer 2160,Trader6,RC6,Active,45860
C-2161,Customer 2161,Trader74,RC74,Active,45861
C-2162,Customer 2162,Trader20,RC20,Open,45861
C-2163,Customer 2163,Trader42,RC42,Open,45849
C-2164,Customer 2164,Trader32,RC32,Open,45862
C-2165,Customer 2165,Trader38,RC38,Canvassing,45063
C-2166,Customer 2166,Trader74,RC74,Canvassing,45588
C-2167,Customer 2167,Trader52,RC52,Open,45799
C-2168,Customer 2168,Trader65,RC65,Active,45063
C-2169,Customer 2169,Trader22,RC22,Active,45869
C-217,Customer 217,Trader99,RC99,Canvassing,45282
C-2170,Customer 2170,Trader20,RC20,Active,45852
C-2171,Customer 2171,Trader38,RC38,Canvassing,45868
C-2172,Customer 2172,Trader78,RC78,Open,45870
C-2173,Customer 2173,Trader13,RC13,Dormant,45322
C-2174,Customer 2174,Trader32,RC32,Open,45875
C-2175,Customer 2175,Trader6,RC6,Active,45419
C-2176,Customer 2176,Trader52,RC52,Active,45877
C-2177,Customer 2177,Trader28,RC28,Open,45877
C-2178,Customer 2178,Trader9,RC9,Dormant,45880
C-2179,Customer 2179,Trader9,RC9,Active,45880
C-218,Customer 218,Trader99,RC99,Canvassing,45282
C-2180,Customer 2180,Trader9,RC9,Active,45880
C-2181,Customer 2181,Trader70,RC70,Active,45881
C-2182,Customer 2182,Trader65,RC65,Open,45882
C-2183,Customer 2183,Trader51,RC51,Open,45882
C-2184,Customer 2184,Trader52,RC52,Dormant,45649
C-2185,Customer 2185,Trader32,RC32,Canvassing,45541
C-2186,Customer 2186,Trader9,RC9,Open,45685
C-2187,Customer 2187,Trader40,RC40,Open,45883
C-2188,Customer 2188,Trader58,RC58,Open,45883
C-2189,Customer 2189,Trader9,RC9,Open,45887
C-219,Customer 219,Trader26,RC26,Open,44927
C-2190,Customer 2190,Trader38,RC38,Canvassing,45883
C-2191,Customer 2191,Trader26,RC26,Canvassing,45419
C-2192,Customer 2192,Trader22,RC22,Canvassing,45419
C-2193,Customer 2193,Trader32,RC32,Active,45894
C-2194,Customer 2194,Trader52,RC52,Dormant,45894
C-2195,Customer 2195,Trader74,RC74,Active,45895
C-2196,Customer 2196,Trader9,RC9,Active,45897
C-2197,Customer 2197,Trader46,RC46,Active,45901
C-2198,Customer 2198,Trader46,RC46,Active,45901
C-2199,Customer 2199,Trader74,RC74,Active,45902
C-22,Customer 22,Trader99,RC99,Active,45371
C-220,Customer 220,Trader70,RC70,Canvassing,45419
C-2200,Customer 2200,Trader75,RC75,Active,45881
C-2201,Customer 2201,Trader75,RC75,Active,45881
C-2202,Customer 2202,Trader5,RC5,Open,45905
C-2203,Customer 2203,Trader5,RC5,Canvassing,45063
C-2204,Customer 2204,Trader46,RC46,Active,45419
C-2205,Customer 2205,Trader74,RC74,Open,45908
C-2206,Customer 2206,Trader80,RC80,Canvassing,45908
C-2207,Customer 2207,Trader75,RC75,Active,45881
C-2208,Customer 2208,Trader80,RC80,Canvassing,45909
C-2209,Customer 2209,Trader52,RC52,Active,45912
C-221,Customer 221,Trader51,RC51,Active,45282
C-2210,Customer 2210,Trader52,RC52,Active,45912
C-2211,Customer 2211,Trader52,RC52,Active,45912
C-2212,Customer 2212,Trader52,RC52,Active,45912
C-2213,Customer 2213,Trader52,RC52,Active,45912
C-2214,Customer 2214,Trader81,RC81,Active,45915
C-2215,Customer 2215,Trader80,RC80,Dormant,45915
C-2216,Customer 2216,Trader81,RC81,Dormant,45912
C-2217,Customer 2217,Trader81,RC81,Active,45915
C-2218,Customer 2218,Trader81,RC81,Dormant,45912
C-2219,Customer 2219,Trader74,RC74,Canvassing,45917
C-222,Customer 222,Trader26,RC26,Open,44927
C-2220,Customer 2220,Trader74,RC74,Dormant,45503
C-2221,Customer 2221,Trader81,RC81,Open,45909
C-2222,Customer 2222,Trader81,RC81,Open,45909
C-2223,Customer 2223,Trader80,RC80,Dormant,45909
C-2224,Customer 2224,Trader80,RC80,Active,45909
C-2225,Customer 2225,Trader80,RC80,Canvassing,45859
C-2226,Customer 2226,Trader80,RC80,Dormant,45910
C-2227,Customer 2227,Trader76,RC76,Active,45917
C-2228,Customer 2228,Trader81,RC81,Active,45916
C-2229,Customer 2229,Trader81,RC81,Active,45911
C-223,Customer 223,Trader51,RC51,Canvassing,45097
C-2230,Customer 2230,Trader80,RC80,Canvassing,45909
C-2231,Customer 2231,Trader80,RC80,Canvassing,45917
C-2232,Customer 2232,Trader74,RC74,Active,45922
C-2233,Customer 2233,Trader81,RC81,Active,45911
C-2234,Customer 2234,Trader81,RC81,Active,45918
C-2235,Customer 2235,Trader81,RC81,Active,45922
C-2236,Customer 2236,Trader80,RC80,Canvassing,45911
C-2237,Customer 2237,Trader74,RC74,Active,45841
C-2238,Customer 2238,Trader80,RC80,Active,45196
C-2239,Customer 2239,Trader76,RC76,Canvassing,45910
C-224,Customer 224,Trader65,RC65,Open,44927
C-2240,Customer 2240,Trader76,RC76,Active,45921
C-2241,Customer 2241,Trader76,RC76,Active,45922
C-2242,Customer 2242,Trader76,RC76,Open,45922
C-2243,Customer 2243,Trader42,RC42,Active,45926
C-2244,Customer 2244,Trader9,RC9,Active,45925
C-2245,Customer 2245,Trader80,RC80,Canvassing,45924
C-2246,Customer 2246,Trader77,RC77,Active,45875
C-2247,Customer 2247,Trader42,RC42,Active,45481
C-2248,Customer 2248,Trader65,RC65,Active,45916
C-2249,Customer 2249,Trader26,RC26,Active,45898
C-225,Customer 225,Trader26,RC26,Open,44927
C-2250,Customer 2250,Trader74,RC74,Canvassing,45930
C-2251,Customer 2251,Trader76,RC76,Active,45917
C-2252,Customer 2252,Trader76,RC76,Active,45917
C-2253,Customer 2253,Trader80,RC80,Canvassing,45925
C-2254,Customer 2254,Trader46,RC46,Active,45926
C-2255,Customer 2255,Trader80,RC80,Canvassing,45931
C-2256,Customer 2256,Trader26,RC26,Active,45891
C-2257,Customer 2257,Trader76,RC76,Open,45917
C-2258,Customer 2258,Trader78,RC78,Open,45932
C-2259,Customer 2259,Trader80,RC80,Active,45929
C-226,Customer 226,Trader99,RC99,Open,45695
C-2260,Customer 2260,Trader42,RC42,Active,45933
C-2261,Customer 2261,Trader32,RC32,Active,45896
C-2262,Customer 2262,Trader32,RC32,Active,45896
C-2263,Customer 2263,Trader75,RC75,Active,45881
C-2264,Customer 2264,Trader80,RC80,Canvassing,45938
C-2265,Customer 2265,Trader20,RC20,Active,45940
C-2266,Customer 2266,Trader32,RC32,Active,45940
C-2267,Customer 2267,Trader75,RC75,Active,45881
C-2268,Customer 2268,Trader83,RC83,Active,45918
C-2269,Customer 2269,Trader81,RC81,Active,45943
C-227,Customer 227,Trader99,RC99,Active,45372
C-2270,Customer 2270,Trader81,RC81,Canvassing,45119
C-2271,Customer 2271,Trader74,RC74,Active,45943
C-2272,Customer 2272,Trader74,RC74,Active,45943
C-2273,Customer 2273,Trader74,RC74,Active,45944
C-2274,Customer 2274,Trader75,RC75,Active,45881
C-2275,Customer 2275,Trader32,RC32,Active,45947
C-2276,Customer 2276,Trader32,RC32,Active,45947
C-2277,Customer 2277,Trader51,RC51,Active,45947
C-2278,Customer 2278,Trader27,RC27,Active,45947
C-2279,Customer 2279,Trader73,RC73,Active,45881
C-228,Customer 228,Trader99,RC99,Canvassing,45282
C-2280,Customer 2280,Trader26,RC26,Active,45950
C-2281,Customer 2281,Trader76,RC76,Active,45947
C-2282,Customer 2282,Trader6,RC6,Active,45951
C-2283,Customer 2283,Trader51,RC51,Canvassing,45951
C-2284,Customer 2284,Trader28,RC28,Open,45951
C-2285,Customer 2285,Trader81,RC81,Active,45911
C-2286,Customer 2286,Trader51,RC51,Active,45951
C-2287,Customer 2287,Trader58,RC58,Active,45659
C-2288,Customer 2288,Trader80,RC80,Active,45951
C-2289,Customer 2289,Trader75,RC75,Canvassing,45881
C-229,Customer 229,Trader99,RC99,Active,45372
C-2290,Customer 2290,Trader80,RC80,Active,45069
C-2291,Customer 2291,Trader28,RC28,Active,45870
C-2292,Customer 2292,Trader76,RC76,Active,45956
C-2293,Customer 2293,Trader81,RC81,Open,45957
C-2294,Customer 2294,Trader81,RC81,Active,45908
C-2295,Customer 2295,Trader81,RC81,Open,45931
C-2296,Customer 2296,Trader80,RC80,Canvassing,45959
C-2297,Customer 2297,Trader99,RC99,Open,45960
C-2298,Customer 2298,Trader78,RC78,Active,45848
C-2299,Customer 2299,Trader28,RC28,Active,45960
C-23,Customer 23,Trader19,RC19,Active,45531
C-230,Customer 230,Trader99,RC99,Active,45372
C-2300,Customer 2300,Trader74,RC74,Canvassing,45569
C-2301,Customer 2301,Trader81,RC81,Open,45965
C-2302,Customer 2302,Trader20,RC20,Active,45967
C-2303,Customer 2303,Trader75,RC75,Open,45960
C-2304,Customer 2304,Trader26,RC26,Open,45966
C-2305,Customer 2305,Trader81,RC81,Open,45966
C-2306,Customer 2306,Trader38,RC38,Canvassing,45908
C-2307,Customer 2307,Trader81,RC81,Open,45971
C-2308,Customer 2308,Trader26,RC26,Open,45971
C-2309,Customer 2309,Trader77,RC77,Active,45971
C-231,Customer 231,Trader99,RC99,Active,45464
C-2310,Customer 2310,Trader81,RC81,Open,45950
C-2311,Customer 2311,Trader81,RC81,Open,45947
C-2312,Customer 2312,Trader81,RC81,Active,45974
C-2313,Customer 2313,Trader42,RC42,Active,45939
C-2314,Customer 2314,Trader6,RC6,Canvassing,45419
C-2315,Customer 2315,Trader6,RC6,Canvassing,45180
C-2316,Customer 2316,Trader80,RC80,Canvassing,45133
C-2317,Customer 2317,Trader51,RC51,Canvassing,45901
C-2318,Customer 2318,Trader81,RC81,Open,45980
C-2319,Customer 2319,Trader78,RC78,Active,45975
C-232,Customer 232,Trader71,RC71,Active,45372
C-2320,Customer 2320,Trader51,RC51,Active,45240
C-2321,Customer 2321,Trader81,RC81,Open,45910
C-2322,Customer 2322,Trader80,RC80,Canvassing,45981
C-2323,Customer 2323,Trader80,RC80,Active,45909
C-2324,Customer 2324,Trader76,RC76,Active,45977
C-2325,Customer 2325,Trader76,RC76,Active,45985
C-2326,Customer 2326,Trader81,RC81,Active,45911
C-2327,Customer 2327,Trader84,RC84,Open,45950
C-2328,Customer 2328,Trader75,RC75,Active,45894
C-2329,Customer 2329,Trader80,RC80,Active,45596
C-233,Customer 233,Trader65,RC65,Open,44927
C-2330,Customer 2330,Trader26,RC26,Open,45971
C-2331,Customer 2331,Trader80,RC80,Active,45172
C-2332,Customer 2332,Trader76,RC76,Active,45988
C-2333,Customer 2333,Trader74,RC74,Open,45989
C-2334,Customer 2334,Trader74,RC74,Active,45967
C-2335,Customer 2335,Trader78,RC78,Active,45945
C-2336,Customer 2336,Trader74,RC74,Active,45994
C-2337,Customer 2337,Trader80,RC80,Active,45534
C-2338,Customer 2338,Trader78,RC78,Active,45838
C-2339,Customer 2339,Trader81,RC81,Active,45988
