Status,Deal Type,Enquiry No.,Team Name,Trader PIC,Deal No.,Deal Date,Volume,Customer Key,Customer Name
Completed,Bunker,ENQ18962,Team99,Trader65,DEAL04771,12/27/2022,1034,C-83,Customer 83
Completed,Bunker,ENQ02777,Team99,Trader25,DEAL02075,12/27/2022,269.184,C-777,Customer 777
Completed,Bunker,ENQ03940,Team4,Trader5,DEAL04454,12/27/2022,342,C-676,Customer 676
Completed,Bunker,ENQ21468,Team10,Trader44,DEAL01749,12/27/2022,192.337,C-237,Customer 237
Completed,Bunker,ENQ00111,Team4,Trader26,DEAL06921,12/27/2022,94.142,C-779,Customer 779
Completed,Bunker,ENQ07842,Team99,Trader25,DEAL03889,12/27/2022,600.183,C-1382,Customer 1382
Completed,Bunker,ENQ08448,Team4,Trader26,DEAL06793,12/27/2022,2243.426,C-271,Customer 271
Completed,Bunker,ENQ10218,Team1,Trader71,DEAL06799,12/27/2022,447.167,C-1092,Customer 1092
Completed,Bunker,ENQ07354,Team8,Trader36,DEAL04665,12/27/2022,525.25,C-03,Customer 3
Completed,Bunker,ENQ15697,Team10,Trader44,DEAL01505,12/26/2022,68,C-880,Customer 880
Completed,Bunker,ENQ09066,Team4,Trader26,DEAL00959,12/26/2022,187,C-731,Customer 731
Completed,Bunker,ENQ00214,Team4,Trader5,DEAL02577,12/26/2022,72.992,C-676,Customer 676
Completed,Bunker,ENQ18383,Team1,Trader71,DEAL02585,12/26/2022,639,C-352,Customer 352
Completed,Bunker,ENQ18427,Team8,Trader36,DEAL03289,12/26/2022,229.005,C-207,Customer 207
Completed,Bunker,ENQ13488,Team12,Trader64,DEAL03608,12/26/2022,60,C-1336,Customer 1336
Completed,Bunker,ENQ00935,Team10,Trader44,DEAL02720,12/26/2022,1787.921,C-1127,Customer 1127
Completed,Bunker,ENQ02250,Team1,Trader71,DEAL06620,12/25/2022,138.953,C-1316,Customer 1316
Completed,Bunker,ENQ03348,Team8,Trader52,DEAL04991,12/25/2022,85,C-1241,Customer 1241
Completed,Bunker,ENQ02714,Team1,Trader15,DEAL02928,12/24/2022,224.306,C-812,Customer 812
Completed,Bunker,ENQ15569,Team1,Trader71,DEAL04748,12/24/2022,296.876,C-691,Customer 691
Completed,Bunker,ENQ15449,Team4,Trader5,DEAL02089,12/24/2022,419,C-676,Customer 676
Pending,Paper,ENQ11547,Team4,Trader5,DEAL07610,12/24/2022,27,C-676,Customer 676
Completed,Bunker,ENQ17745,Team1,Trader71,DEAL06240,12/24/2022,648.441,C-395,Customer 395
Completed,Bunker,ENQ21681,Team4,Trader26,DEAL01983,12/24/2022,112.021,C-262,Customer 262
Cancelled,Others,ENQ07260,Team1,Trader15,DEAL02603,12/24/2022,46,C-1134,Customer 1134
Completed,Bunker,ENQ09470,Team1,Trader58,DEAL06042,12/23/2022,261.088,C-941,Customer 941
Completed,Bunker,ENQ21121,Team1,Trader15,DEAL00647,12/23/2022,135.635,C-694,Customer 694
Completed,Bunker,ENQ00481,Team4,Trader5,DEAL02881,12/23/2022,269.851,C-642,Customer 642
Invoice Sent,Bunker,ENQ05750,Team5,Trader42,DEAL08861,12/23/2022,59,C-293,Customer 293
Completed,Bunker,ENQ20993,Team1,Trader15,DEAL00511,12/23/2022,173,C-259,Customer 259
Completed,Bunker,ENQ21646,Team1,Trader15,DEAL01947,12/23/2022,871.975,C-259,Customer 259
Completed,Bunker,ENQ13936,Team1,Trader58,DEAL06420,12/23/2022,520,C-1075,Customer 1075
Completed,Bunker,ENQ19230,Team10,Trader44,DEAL01600,12/22/2022,314,C-959,Customer 959
Oilmar Invoiced,Bunker,ENQ08870,Team1,Trader15,DEAL03076,12/22/2022,69,C-620,Customer 620
Completed,Bunker,ENQ21478,Team4,Trader26,DEAL01760,12/22/2022,118,C-185,Customer 185
Completed,Physical,ENQ01270,Team2,Trader40,DEAL08300,12/22/2022,154,C-1886,Customer 1886
Cancelled,Bunker,ENQ11222,Team1,Trader19,DEAL05383,12/22/2022,57,C-1406,Customer 1406
Completed,Bunker,ENQ00299,Team8,Trader36,DEAL03973,12/22/2022,111.65,C-106,Customer 106
Others,Others,ENQ20392,Team99,Trader65,DEAL00719,12/22/2022,35,C-1005,Customer 1005
Completed,Bunker,ENQ12786,Team1,Trader15,DEAL02990,12/21/2022,86.4,C-976,Customer 976
Completed,Bunker,ENQ10632,Team1,Trader71,DEAL02173,12/21/2022,993,C-352,Customer 352
Completed,Bunker,ENQ03944,Team1,Trader47,DEAL07255,12/21/2022,102.654,C-1972,Customer 1972
Completed,Bunker,ENQ02552,Team4,Trader26,DEAL06434,12/21/2022,58.136,C-1113,Customer 1113
Pending,Paper,ENQ01596,Team2,Trader40,DEAL07876,12/21/2022,27,C-1788,Customer 1788
Completed,Bunker,ENQ20312,Team7,Trader55,DEAL05204,12/21/2022,108.221,C-1381,Customer 1381
Completed,Bunker,ENQ15568,Team99,Trader48,DEAL03312,12/21/2022,95.96,C-1102,Customer 1102
Completed,Bunker,ENQ08067,Team99,Trader41,DEAL02641,12/21/2022,2604.861,C-1085,Customer 1085
Completed,Bunker,ENQ14746,Team99,Trader65,DEAL02535,12/20/2022,745.158,C-83,Customer 83
Completed,Bunker,ENQ09082,Team8,Trader36,DEAL01123,12/20/2022,425,C-263,Customer 263
Completed,Bunker,ENQ13294,Team8,Trader36,DEAL03285,12/20/2022,88,C-242,Customer 242
Completed,Bunker,ENQ08788,Team4,Trader23,DEAL04312,12/20/2022,173.257,C-1380,Customer 1380
Pending,Bunker,ENQ12140,Team2,Trader40,DEAL08941,12/20/2022,882,C-1175,Customer 1175
Completed,Bunker,ENQ06268,Team1,Trader71,DEAL06265,12/20/2022,458,C-1092,Customer 1092
Completed,Bunker,ENQ12946,Team8,Trader36,DEAL00935,12/20/2022,451.25,C-03,Customer 3
Completed,Bunker,ENQ15952,Team4,Trader5,DEAL07086,12/19/2022,60,C-981,Customer 981
Completed,Bunker,ENQ19082,Team99,Trader65,DEAL06826,12/19/2022,340,C-83,Customer 83
Completed,Bunker,ENQ20519,Team10,Trader44,DEAL00021,12/19/2022,640.889,C-30,Customer 30
Completed,Bunker,ENQ18140,Team1,Trader53,DEAL04361,12/19/2022,166.185,C-1600,Customer 1600
Completed,Bunker,ENQ02524,Team1,Trader53,DEAL04192,12/18/2022,221,C-832,Customer 832
Completed,Bunker,ENQ04172,Team4,Trader26,DEAL08298,12/18/2022,82,C-725,Customer 725
Completed,Bunker,ENQ19753,Team12,Trader64,DEAL04404,12/18/2022,60.783,C-1307,Customer 1307
Completed,Bunker,ENQ10540,Team99,Trader48,DEAL04857,12/18/2022,322,C-1141,Customer 1141
Completed,Bunker,ENQ06093,Team4,Trader18,DEAL04424,12/18/2022,100,C-1131,Customer 1131
Cancelled,Others,ENQ02284,Team99,Trader65,DEAL01654,12/17/2022,59,C-83,Customer 83
Others,Others,ENQ05264,Team4,Trader5,DEAL00988,12/17/2022,20,C-642,Customer 642
Completed,Bunker,ENQ20164,Team10,Trader44,DEAL03431,12/17/2022,72.85,C-620,Customer 620
Completed,Bunker,ENQ14100,Team4,Trader26,DEAL03996,12/17/2022,203.789,C-322,Customer 322
Completed,Bunker,ENQ16136,Team8,Trader52,DEAL08368,12/17/2022,147.627,C-2194,Customer 2194
Invoice Sent,Bunker,ENQ11364,Team2,Trader38,DEAL08886,12/17/2022,7.52,C-2102,Customer 2102
Completed,Bunker,ENQ12159,Team4,Trader18,DEAL04661,12/17/2022,664,C-1116,Customer 1116
Completed,Bunker,ENQ15842,Team99,Trader41,DEAL04912,12/16/2022,720.846,C-937,Customer 937
Completed,Bunker,ENQ10683,Team4,Trader26,DEAL00883,12/16/2022,165,C-734,Customer 734
Completed,Bunker,ENQ20802,Team8,Trader99,DEAL00308,12/16/2022,541,C-618,Customer 618
Completed,Bunker,ENQ20612,Team4,Trader26,DEAL00115,12/15/2022,394.33,C-271,Customer 271
Completed,Bunker,ENQ11622,Team8,Trader36,DEAL02029,12/15/2022,1015,C-207,Customer 207
Completed,Bunker,ENQ07926,Team4,Trader5,DEAL02238,12/14/2022,273,C-642,Customer 642
Completed,Bunker,ENQ15822,Team1,Trader34,DEAL05470,12/14/2022,245,C-620,Customer 620
Completed,Bunker,ENQ19807,Team4,Trader26,DEAL03235,12/14/2022,317,C-271,Customer 271
Completed,Bunker,ENQ16605,Team2,Trader22,DEAL07449,12/14/2022,109.609,C-1967,Customer 1967
Completed,Bunker,ENQ13957,Team1,Trader58,DEAL02486,12/13/2022,94,C-687,Customer 687
Completed,Bunker,ENQ15923,Team4,Trader26,DEAL05368,12/13/2022,108,C-620,Customer 620
Completed,Bunker,ENQ20707,Team10,Trader44,DEAL00212,12/13/2022,557.98,C-237,Customer 237
Completed,Bunker,ENQ10745,Team4,Trader39,DEAL08095,12/13/2022,560.85,C-120,Customer 120
Completed,Bunker,ENQ21543,Team10,Trader44,DEAL01831,12/13/2022,168.1,C-109,Customer 109
Completed,Bunker,ENQ04602,Team4,Trader23,DEAL02900,12/12/2022,63.006,C-983,Customer 983
Completed,Bunker,ENQ14862,Team8,Trader52,DEAL06913,12/12/2022,123,C-1717,Customer 1717
Completed,Bunker,ENQ04654,Team1,Trader71,DEAL06522,12/12/2022,86.028,C-1110,Customer 1110
Completed,Bunker,ENQ08728,Team4,Trader23,DEAL03222,12/11/2022,83,C-909,Customer 909
Completed,Bunker,ENQ21612,Team4,Trader5,DEAL01910,12/11/2022,56,C-676,Customer 676
Invoice Sent,Bunker,ENQ18824,Team2,Trader38,DEAL08840,12/11/2022,26,C-2126,Customer 2126
Completed,Bunker,ENQ00428,Team4,Trader26,DEAL05442,12/11/2022,69,C-1113,Customer 1113
Cancelled,Bunker,ENQ15407,Team2,Trader46,DEAL07808,12/11/2022,76,C-1840,Customer 1840
Completed,Bunker,ENQ04290,Team6,Trader20,DEAL06767,12/11/2022,612.425,C-1099,Customer 1099
Completed,Bunker,ENQ02605,Team1,Trader47,DEAL06325,12/10/2022,156,C-878,Customer 878
Completed,Bunker,ENQ21480,Team4,Trader5,DEAL01762,12/10/2022,98,C-676,Customer 676
Completed,Bunker,ENQ00257,Team4,Trader26,DEAL05088,12/10/2022,111,C-620,Customer 620
Completed,Bunker,ENQ21102,Team10,Trader44,DEAL00627,12/10/2022,1403.5,C-618,Customer 618
Completed,Bunker,ENQ03228,Team8,Trader52,DEAL07164,12/10/2022,126,C-1710,Customer 1710
Completed,Bunker,ENQ00426,Team99,Trader48,DEAL04480,12/10/2022,428.607,C-1437,Customer 1437
Pending,Bunker,ENQ14990,Team1,Trader60,DEAL08935,12/9/2022,130,C-625,Customer 625
Completed,Cargoes (B2B),ENQ20361,Team7,Trader55,DEAL05376,12/9/2022,9532.716,C-329,Customer 329
Pending,Bunker,ENQ04519,Team1,Trader54,DEAL06729,12/9/2022,8,C-1312,Customer 1312
Completed,Bunker,ENQ14583,Team99,Trader48,DEAL04275,12/9/2022,236.1,C-1246,Customer 1246
Completed,Bunker,ENQ03673,Team1,Trader63,DEAL03749,12/9/2022,115,C-1151,Customer 1151
Pending,Bunker,ENQ08200,Team4,Trader26,DEAL08492,12/9/2022,43,C-1122,Customer 1122
Completed,Bunker,ENQ09219,Team1,Trader58,DEAL04512,12/8/2022,116,C-687,Customer 687
Completed,Bunker,ENQ03375,Team4,Trader5,DEAL03804,12/8/2022,175.355,C-344,Customer 344
Completed,Bunker,ENQ20984,Team8,Trader36,DEAL00500,12/8/2022,56,C-204,Customer 204
Completed,Physical,ENQ18278,Team1,Trader71,DEAL07474,12/8/2022,1076,C-1092,Customer 1092
Completed,Bunker,ENQ00033,Team1,Trader58,DEAL03021,12/7/2022,31.5,C-687,Customer 687
Completed,Bunker,ENQ21283,Team8,Trader36,DEAL00819,12/7/2022,962,C-207,Customer 207
Completed,Bunker,ENQ03300,Team2,Trader46,DEAL06203,12/7/2022,112.6,C-1685,Customer 1685
Completed,Bunker,ENQ01472,Team8,Trader52,DEAL04784,12/7/2022,148,C-1274,Customer 1274
Completed,Bunker,ENQ10046,Team4,Trader39,DEAL07965,12/6/2022,105,C-970,Customer 970
Completed,Bunker,ENQ07977,Team4,Trader5,DEAL02834,12/6/2022,79,C-676,Customer 676
Completed,Bunker,ENQ20570,Team1,Trader53,DEAL00072,12/6/2022,393,C-662,Customer 662
Completed,Bunker,ENQ14670,Team1,Trader60,DEAL08008,12/6/2022,414.994,C-625,Customer 625
Cancelled,Bunker,ENQ12567,Team2,Trader40,DEAL08827,12/6/2022,60,C-2067,Customer 2067
Completed,Bunker,ENQ20365,Team7,Trader55,DEAL00609,12/6/2022,1469.094,C-147,Customer 147
Completed,Bunker,ENQ20129,Team7,Trader55,DEAL03033,12/6/2022,470.528,C-1406,Customer 1406
Completed,Bunker,ENQ15995,Team1,Trader27,DEAL05935,12/5/2022,1223,C-971,Customer 971
Completed,Bunker,ENQ02512,Team4,Trader26,DEAL04233,12/5/2022,116.734,C-733,Customer 733
Completed,Bunker,ENQ21534,Team8,Trader36,DEAL01822,12/5/2022,85,C-683,Customer 683
Invoice Sent,Bunker,ENQ18804,Team99,Trader51,DEAL08880,12/5/2022,324.605,C-268,Customer 268
Completed,Bunker,ENQ09951,Team4,Trader26,DEAL02740,12/5/2022,11.7,C-1121,Customer 1121
Completed,Bunker,ENQ09967,Team12,Trader64,DEAL03505,12/5/2022,158.516,C-1307,Customer 1307
Completed,Bunker,ENQ19826,Team1,Trader58,DEAL05739,12/4/2022,654,C-674,Customer 674
Completed,Bunker,ENQ06452,Team4,Trader26,DEAL05961,12/4/2022,79.11,C-271,Customer 271
Completed,Bunker,ENQ20565,Team10,Trader44,DEAL00067,12/4/2022,583.781,C-279,Customer 279
Completed,Bunker,ENQ12578,Team8,Trader52,DEAL07422,12/4/2022,142,C-1854,Customer 1854
Completed,Bunker,ENQ06370,Team3,Trader29,DEAL06361,12/4/2022,315.125,C-1555,Customer 1555
Completed,Bunker,ENQ15471,Team4,Trader26,DEAL04919,12/3/2022,132,C-725,Customer 725
Completed,Bunker,ENQ21158,Team4,Trader5,DEAL00687,12/3/2022,183.372,C-344,Customer 344
Completed,Bunker,ENQ07572,Team8,Trader36,DEAL03038,12/3/2022,430.179,C-306,Customer 306
Completed,Bunker,ENQ10955,Team1,Trader71,DEAL03914,12/3/2022,95.741,C-1817,Customer 1817
Pending,Paper,ENQ07187,Team2,Trader40,DEAL08277,12/3/2022,5,C-1789,Customer 1789
Completed,Bunker,ENQ07755,Team1,Trader19,DEAL06303,12/3/2022,241.997,C-1467,Customer 1467
Pending,Paper,ENQ06210,Team6,Trader20,DEAL07840,12/3/2022,64,C-1196,Customer 1196
Completed,Bunker,ENQ12078,Team99,Trader48,DEAL04619,12/3/2022,82,C-1109,Customer 1109
Completed,Bunker,ENQ21420,Team99,Trader65,DEAL01698,12/2/2022,918,C-83,Customer 83
Completed,Bunker,ENQ06886,Team4,Trader26,DEAL04419,12/2/2022,83.08,C-185,Customer 185
Completed,Bunker,ENQ19914,Team4,Trader5,DEAL06688,12/2/2022,525.995,C-261,Customer 261
Completed,Bunker,ENQ14285,Team2,Trader40,DEAL06965,12/2/2022,1237,C-1866,Customer 1866
Completed,Bunker,ENQ20242,Team7,Trader55,DEAL04219,12/2/2022,1241.1,C-147,Customer 147
Completed,Bunker,ENQ01003,Team99,Trader41,DEAL06909,12/2/2022,1404.548,C-1366,Customer 1366
Completed,Bunker,ENQ21324,Team4,Trader5,DEAL00864,11/30/2022,37,C-676,Customer 676
Completed,Bunker,ENQ21392,Team4,Trader26,DEAL01666,11/30/2022,74.99,C-369,Customer 369
Completed,Bunker,ENQ08586,Team1,Trader15,DEAL02968,11/29/2022,128,C-976,Customer 976
Completed,Bunker,ENQ00011,Team4,Trader5,DEAL07757,11/29/2022,78.36,C-839,Customer 839
Completed,Bunker,ENQ21416,Team1,Trader19,DEAL01694,11/29/2022,350.221,C-712,Customer 712
Completed,Bunker,ENQ10902,Team99,Trader65,DEAL05993,11/29/2022,147.209,C-620,Customer 620
Pending,Bunker,ENQ01461,Team1,Trader80,DEAL08971,11/29/2022,277,C-2288,Customer 2288
Completed,Bunker,ENQ09901,Team4,Trader26,DEAL07049,11/29/2022,846.332,C-939,Customer 939
Completed,Bunker,ENQ18598,Team99,Trader51,DEAL07981,11/28/2022,216,C-971,Customer 971
Completed,Bunker,ENQ03391,Team4,Trader26,DEAL01618,11/28/2022,766.341,C-939,Customer 939
Completed,Bunker,ENQ06068,Team1,Trader19,DEAL04561,11/28/2022,553.305,C-711,Customer 711
Completed,Bunker,ENQ06311,Team8,Trader36,DEAL02795,11/28/2022,154,C-683,Customer 683
Completed,Bunker,ENQ13651,Team1,Trader19,DEAL02001,11/27/2022,753.573,C-711,Customer 711
Completed,Bunker,ENQ12022,Team2,Trader40,DEAL08436,11/27/2022,794.179,C-1596,Customer 1596
Completed,Bunker,ENQ09863,Team4,Trader21,DEAL03740,11/27/2022,56,C-1355,Customer 1355
Oilmar Invoiced,Bunker,ENQ11682,Team1,Trader61,DEAL04223,11/27/2022,145,C-1337,Customer 1337
Completed,Physical,ENQ10760,Team6,Trader20,DEAL06958,11/27/2022,77,C-1310,Customer 1310
Completed,Bunker,ENQ06951,Team99,Trader25,DEAL00989,11/26/2022,221.053,C-816,Customer 816
Completed,Bunker,ENQ20921,Team8,Trader99,DEAL00435,11/26/2022,79,C-669,Customer 669
Completed,Bunker,ENQ17164,Team4,Trader5,DEAL02295,11/26/2022,146.081,C-307,Customer 307
Completed,Bunker,ENQ12431,Team2,Trader38,DEAL07778,11/26/2022,258.55,C-2102,Customer 2102
Completed,Bunker,ENQ03323,Team6,Trader20,DEAL06968,11/26/2022,63,C-1310,Customer 1310
Completed,Bunker,ENQ17416,Team1,Trader61,DEAL03532,11/26/2022,45,C-1202,Customer 1202
Completed,Bunker,ENQ20050,Team7,Trader55,DEAL02147,11/25/2022,484.21,C-980,Customer 980
Completed,Bunker,ENQ00709,Team99,Trader65,DEAL03268,11/25/2022,1023.75,C-83,Customer 83
Completed,Bunker,ENQ15494,Team1,Trader15,DEAL01236,11/25/2022,78,C-812,Customer 812
Completed,Bunker,ENQ14384,Team10,Trader44,DEAL01315,11/25/2022,436,C-657,Customer 657
Completed,Bunker,ENQ21118,Team10,Trader44,DEAL00644,11/25/2022,299,C-618,Customer 618
Completed,Bunker,ENQ06566,Team5,Trader42,DEAL06834,11/25/2022,325.703,C-1660,Customer 1660
Completed,Bunker,ENQ07802,Team4,Trader18,DEAL03390,11/25/2022,985,C-1291,Customer 1291
Completed,Bunker,ENQ09662,Team4,Trader5,DEAL02910,11/25/2022,160.994,C-1150,Customer 1150
Completed,Bunker,ENQ20728,Team8,Trader36,DEAL00233,11/25/2022,353.208,C-03,Customer 3
Completed,Bunker,ENQ00242,Team99,Trader65,DEAL02958,11/24/2022,838.6,C-83,Customer 83
Completed,Bunker,ENQ03099,Team1,Trader70,DEAL07142,11/24/2022,422.61,C-377,Customer 377
Completed,Physical,ENQ13467,Team2,Trader40,DEAL08336,11/24/2022,524,C-1788,Customer 1788
Pending,Paper,ENQ12172,Team2,Trader40,DEAL08400,11/24/2022,12,C-1175,Customer 1175
Completed,Bunker,ENQ11233,Team4,Trader5,DEAL06815,11/24/2022,778,C-1150,Customer 1150
Others,Others,ENQ20402,Team1,Trader15,DEAL01503,11/23/2022,42,C-776,Customer 776
Completed,Bunker,ENQ20854,Team8,Trader36,DEAL00365,11/23/2022,42,C-683,Customer 683
Completed,Bunker,ENQ18325,Team4,Trader5,DEAL05947,11/23/2022,576.137,C-676,Customer 676
Completed,Bunker,ENQ06857,Team8,Trader8,DEAL07676,11/23/2022,150.07,C-338,Customer 338
Cancelled,Bunker,ENQ12015,Team5,Trader42,DEAL08330,11/23/2022,26,C-293,Customer 293
Completed,Bunker,ENQ11649,Team8,Trader52,DEAL08356,11/23/2022,229,C-1854,Customer 1854
Completed,Bunker,ENQ19320,Team1,Trader63,DEAL05927,11/23/2022,43.79,C-1526,Customer 1526
Completed,Bunker,ENQ12178,Team1,Trader71,DEAL07345,11/23/2022,280,C-1092,Customer 1092
Completed,Bunker,ENQ13796,Team8,Trader36,DEAL02439,11/22/2022,124,C-207,Customer 207
Invoice Sent,Bunker,ENQ07318,Team8,Trader8,DEAL07979,11/22/2022,134,C-2027,Customer 2027
Completed,Physical,ENQ07602,Team2,Trader40,DEAL07507,11/22/2022,234,C-1788,Customer 1788
Completed,Bunker,ENQ20622,Team8,Trader36,DEAL00125,11/22/2022,357,C-106,Customer 106
Completed,Bunker,ENQ10739,Team10,Trader44,DEAL01577,11/22/2022,211.867,C-1021,Customer 1021
Completed,Bunker,ENQ05890,Team4,Trader26,DEAL04751,11/21/2022,302,C-841,Customer 841
Completed,Bunker,ENQ09165,Team1,Trader19,DEAL08533,11/21/2022,265.031,C-712,Customer 712
Completed,Bunker,ENQ19769,Team1,Trader47,DEAL05754,11/21/2022,93,C-620,Customer 620
Completed,Bunker,ENQ13433,Team1,Trader34,DEAL04985,11/21/2022,257,C-620,Customer 620
Invoice Sent,Bunker,ENQ11125,Team4,Trader76,DEAL08769,11/21/2022,399,C-2292,Customer 2292
Completed,Bunker,ENQ18755,Team1,Trader80,DEAL08590,11/21/2022,200,C-2224,Customer 2224
Pending,Bunker,ENQ05984,Team4,Trader26,DEAL08931,11/21/2022,1025,C-322,Customer 322
Completed,Cargoes (B2B),ENQ01669,Team4,Trader26,DEAL06999,11/21/2022,40,C-1429,Customer 1429
Completed,Bunker,ENQ20906,Team8,Trader99,DEAL00420,11/20/2022,483.014,C-618,Customer 618
Completed,Physical,ENQ01363,Team1,Trader71,DEAL08363,11/20/2022,70,C-352,Customer 352
Completed,Bunker,ENQ20582,Team8,Trader36,DEAL00085,11/20/2022,110.9824,C-03,Customer 3
Completed,Bunker,ENQ14585,Team99,Trader25,DEAL02694,11/19/2022,247.766,C-971,Customer 971
Completed,Bunker,ENQ20503,Team10,Trader44,DEAL00005,11/19/2022,7,C-600,Customer 600
Completed,Bunker,ENQ12771,Team1,Trader71,DEAL03307,11/19/2022,142.73,C-1817,Customer 1817
Completed,Bunker,ENQ10313,Team4,Trader18,DEAL04268,11/19/2022,185.197,C-1184,Customer 1184
Completed,Bunker,ENQ16013,Team4,Trader5,DEAL05445,11/18/2022,580.26,C-676,Customer 676
Completed,Bunker,ENQ17780,Team4,Trader26,DEAL04998,11/18/2022,252.8,C-322,Customer 322
Invoice Sent,Bunker,ENQ06766,Team99,Trader78,DEAL08699,11/18/2022,57.29917,C-2172,Customer 2172
Completed,Bunker,ENQ10854,Team9,Trader68,DEAL05989,11/18/2022,32.7472,C-1595,Customer 1595
Completed,Bunker,ENQ20331,Team4,Trader56,DEAL05490,11/18/2022,47,C-1290,Customer 1290
Completed,Bunker,ENQ16305,Team10,Trader44,DEAL01521,11/17/2022,489.772,C-880,Customer 880
Completed,Bunker,ENQ17527,Team99,Trader65,DEAL02214,11/17/2022,376,C-83,Customer 83
Completed,Bunker,ENQ06951,Team99,Trader25,DEAL00989,11/17/2022,353.039,C-816,Customer 816
Completed,Bunker,ENQ14407,Team4,Trader5,DEAL07811,11/17/2022,380,C-676,Customer 676
Completed,Bunker,ENQ13699,Team8,Trader52,DEAL05208,11/17/2022,474,C-620,Customer 620
Completed,Bunker,ENQ14102,Team4,Trader26,DEAL00931,11/17/2022,99,C-262,Customer 262
Completed,Bunker,ENQ12908,Team12,Trader64,DEAL03258,11/17/2022,11.504,C-1258,Customer 1258
Completed,Bunker,ENQ17750,Team4,Trader21,DEAL03901,11/17/2022,98,C-1110,Customer 1110
Completed,Bunker,ENQ12868,Team4,Trader5,DEAL08396,11/16/2022,345,C-676,Customer 676
Completed,Bunker,ENQ12741,Team4,Trader5,DEAL06455,11/16/2022,1192.565,C-642,Customer 642
Completed,Bunker,ENQ10162,Team4,Trader26,DEAL03179,11/16/2022,255,C-62,Customer 62
Completed,Bunker,ENQ21341,Team7,Trader55,DEAL01045,11/16/2022,455,C-618,Customer 618
Completed,Bunker,ENQ21474,Team8,Trader36,DEAL01756,11/16/2022,256.6,C-306,Customer 306
Completed,Bunker,ENQ20266,Team7,Trader55,DEAL04474,11/16/2022,157.064,C-1090,Customer 1090
Completed,Bunker,ENQ21545,Team4,Trader5,DEAL01833,11/15/2022,81,C-642,Customer 642
Completed,Bunker,ENQ10888,Team4,Trader26,DEAL05878,11/15/2022,77.27,C-262,Customer 262
Completed,Bunker,ENQ07737,Team1,Trader27,DEAL06033,11/15/2022,797.835,C-1689,Customer 1689
Completed,Bunker,ENQ15355,Team6,Trader20,DEAL07698,11/15/2022,77.805,C-1246,Customer 1246
Completed,Bunker,ENQ19179,Team6,Trader20,DEAL07019,11/15/2022,140.482,C-1238,Customer 1238
Completed,Bunker,ENQ08013,Team99,Trader41,DEAL03793,11/15/2022,2532.857,C-1142,Customer 1142
Completed,Bunker,ENQ06485,Team1,Trader71,DEAL07160,11/15/2022,344.4,C-1092,Customer 1092
Completed,Bunker,ENQ04443,Team4,Trader26,DEAL04232,11/14/2022,190,C-62,Customer 62
Completed,Bunker,ENQ10904,Team1,Trader60,DEAL06377,11/14/2022,60.79,C-284,Customer 284
Completed,Bunker,ENQ08956,Team1,Trader71,DEAL03640,11/14/2022,297.133,C-263,Customer 263
Completed,Bunker,ENQ18606,Team8,Trader36,DEAL03015,11/14/2022,1108,C-207,Customer 207
Completed,Bunker,ENQ20058,Team7,Trader55,DEAL02186,11/14/2022,804.878,C-1406,Customer 1406
Completed,Bunker,ENQ11889,Team8,Trader52,DEAL06310,11/14/2022,113,C-1222,Customer 1222
Completed,Bunker,ENQ11081,Team8,Trader36,DEAL01366,11/14/2022,163.656,C-106,Customer 106
Others,Others,ENQ06078,Team99,Trader25,DEAL01086,11/13/2022,13,C-785,Customer 785
Completed,Bunker,ENQ20652,Team10,Trader44,DEAL00155,11/12/2022,555,C-77,Customer 77
Completed,Bunker,ENQ21669,Team1,Trader19,DEAL01970,11/12/2022,167,C-708,Customer 708
Completed,Bunker,ENQ20151,Team7,Trader55,DEAL03306,11/12/2022,292.3146,C-618,Customer 618
Completed,Bunker,ENQ21129,Team4,Trader26,DEAL00655,11/12/2022,55.209,C-271,Customer 271
Completed,Bunker,ENQ19958,Team8,Trader36,DEAL03174,11/12/2022,203.647,C-306,Customer 306
Completed,Bunker,ENQ16728,Team99,Trader51,DEAL07196,11/12/2022,766.988,C-1763,Customer 1763
Completed,Bunker,ENQ17764,Team4,Trader5,DEAL06788,11/12/2022,85,C-1114,Customer 1114
Completed,Bunker,ENQ07104,Team4,Trader56,DEAL05644,11/11/2022,59,C-971,Customer 971
Completed,Bunker,ENQ20900,Team99,Trader65,DEAL00414,11/11/2022,510.511,C-83,Customer 83
Completed,Bunker,ENQ06934,Team4,Trader5,DEAL02951,11/11/2022,82.181,C-79,Customer 79
Completed,Bunker,ENQ20732,Team10,Trader44,DEAL00237,11/11/2022,410.887,C-78,Customer 78
Completed,Bunker,ENQ00637,Team4,Trader5,DEAL05120,11/11/2022,689.81,C-738,Customer 738
Completed,Bunker,ENQ20392,Team99,Trader25,DEAL00719,11/11/2022,156,C-700,Customer 700
Completed,Bunker,ENQ11534,Team12,Trader64,DEAL03417,11/11/2022,96,C-1294,Customer 1294
Completed,Bunker,ENQ21268,Team99,Trader65,DEAL00801,11/10/2022,244,C-825,Customer 825
Completed,Bunker,ENQ21065,Team1,Trader58,DEAL00587,11/10/2022,95,C-687,Customer 687
Completed,Bunker,ENQ17781,Team1,Trader71,DEAL06308,11/10/2022,503.494,C-306,Customer 306
Completed,Bunker,ENQ16272,Team2,Trader40,DEAL07153,11/10/2022,110,C-1788,Customer 1788
Completed,Bunker,ENQ07133,Team1,Trader30,DEAL02615,11/10/2022,245.004,C-1132,Customer 1132
