Deal No.,Status,Deal Created,Enquiry Date,Trader,Responsibility Center,Customer Key,Customer Name
ENQ08274,Declined,FALSE,4/17/2021,Trader61,RC61,C-1229,Customer 1229
ENQ08270,Lost,FALSE,11/25/2025,Trader51,RC51,C-1882,Customer 1882
ENQ08273,Fixed,TRUE,8/6/2024,Trader5,RC5,C-1329,Customer 1329
ENQ08271,Fixed,TRUE,5/27/2025,Trader47,RC47,C-1536,Customer 1536
ENQ08268,Fixed,TRUE,7/6/2023,Trader44,RC44,C-776,Customer 776
ENQ08266,Lost,FALSE,5/11/2025,Trader23,RC23,C-904,Customer 904
ENQ08272,Fixed,TRUE,2/6/2020,Trader12,RC12,C-1513,Customer 1513
ENQ08281,Lost,FALSE,9/7/2020,Trader8,RC8,C-2027,Customer 2027
ENQ08278,Fixed,TRUE,3/16/2025,Trader71,RC71,C-643,Customer 643
ENQ08279,Lost,FALSE,2/17/2024,Trader63,RC63,C-347,Customer 347
ENQ08276,Lost,FALSE,7/29/2021,Trader58,RC58,C-727,Customer 727
ENQ08277,Fixed,TRUE,12/27/2020,Trader5,RC5,C-676,Customer 676
ENQ08282,Lost,FALSE,8/13/2023,Trader26,RC26,C-1396,Customer 1396
ENQ08275,Lost,TRUE,4/14/2023,Trader23,RC23,C-908,Customer 908
ENQ08280,Lost,FALSE,1/5/2021,Trader17,RC17,C-211,Customer 211
ENQ08283,Lost,FALSE,7/14/2020,Trader14,RC14,C-1039,Customer 1039
ENQ08292,Lost,FALSE,4/29/2020,Trader71,RC71,C-1316,Customer 1316
ENQ08295,Lost,FALSE,1/23/2022,Trader71,RC71,C-1110,Customer 1110
ENQ08289,Lost,FALSE,8/22/2020,Trader62,RC62,C-390,Customer 390
ENQ08293,Lost,FALSE,4/18/2021,Trader58,RC58,C-1166,Customer 1166
ENQ08294,Lost,FALSE,11/25/2024,Trader52,RC52,C-1159,Customer 1159
ENQ08285,Lost,FALSE,10/10/2025,Trader5,RC5,C-981,Customer 981
ENQ08288,Lost,FALSE,12/10/2022,Trader26,RC26,C-44,Customer 44
ENQ08290,Lost,FALSE,2/13/2024,Trader26,RC26,C-1492,Customer 1492
ENQ08286,Fixed,TRUE,1/2/2025,Trader23,RC23,C-904,Customer 904
ENQ08287,Lost,FALSE,4/20/2020,Trader19,RC19,C-711,Customer 711
ENQ08291,Lost,FALSE,3/29/2023,Trader19,RC19,C-1406,Customer 1406
ENQ08284,Lost,FALSE,11/27/2024,Trader13,RC13,C-9999,Customer 9999
ENQ08299,Fixed,TRUE,4/20/2025,Trader64,RC64,C-1281,Customer 1281
ENQ08301,Lost,FALSE,11/5/2022,Trader52,RC52,C-1164,Customer 1164
ENQ08298,Fixed,TRUE,5/19/2023,Trader5,RC5,C-676,Customer 676
ENQ08302,Lost,FALSE,1/20/2022,Trader48,RC48,C-1124,Customer 1124
ENQ08297,Fixed,TRUE,8/13/2021,Trader47,RC47,C-930,Customer 930
ENQ08300,Lost,FALSE,10/2/2024,Trader36,RC36,C-1180,Customer 1180
ENQ08296,Lost,FALSE,9/25/2022,Trader17,RC17,C-9999,Customer 9999
ENQ08304,Lost,FALSE,4/11/2022,Trader71,RC71,C-1092,Customer 1092
ENQ08303,Fixed,TRUE,7/17/2024,Trader5,RC5,C-344,Customer 344
ENQ08306,Lost,FALSE,5/3/2024,Trader71,RC71,C-691,Customer 691
ENQ08314,Fixed,TRUE,8/30/2024,Trader60,RC60,C-1343,Customer 1343
ENQ08309,Fixed,TRUE,6/28/2020,Trader56,RC56,C-329,Customer 329
ENQ08307,Fixed,TRUE,6/5/2025,Trader53,RC53,C-640,Customer 640
ENQ08312,Lost,FALSE,5/27/2021,Trader51,RC51,C-1781,Customer 1781
ENQ08310,Lost,FALSE,9/29/2025,Trader5,RC5,C-207,Customer 207
ENQ08315,Lost,FALSE,11/5/2021,Trader5,RC5,C-1180,Customer 1180
ENQ08311,Fixed,TRUE,5/2/2021,Trader48,RC48,C-194,Customer 194
ENQ08313,Lost,FALSE,4/26/2023,Trader32,RC32,C-1766,Customer 1766
ENQ08305,Lost,FALSE,1/2/2022,Trader23,RC23,C-926,Customer 926
ENQ08308,Fixed,TRUE,9/14/2025,Trader15,RC15,C-620,Customer 620
ENQ08316,Lost,FALSE,7/30/2021,Trader65,RC65,C-9999,Customer 9999
ENQ08321,Fixed,TRUE,2/14/2023,Trader65,RC65,C-233,Customer 233
ENQ08324,Lost,FALSE,12/15/2023,Trader64,RC64,C-1415,Customer 1415
ENQ08318,Lost,FALSE,10/10/2021,Trader58,RC58,C-727,Customer 727
ENQ08317,Lost,FALSE,7/5/2022,Trader53,RC53,C-869,Customer 869
ENQ08322,Lost,FALSE,4/18/2022,Trader51,RC51,C-1776,Customer 1776
ENQ08326,Fixed,TRUE,3/6/2020,Trader40,RC40,C-1175,Customer 1175
ENQ08320,Fixed,TRUE,1/19/2025,Trader36,RC36,C-357,Customer 357
ENQ08323,Lost,FALSE,4/1/2020,Trader27,RC27,C-1689,Customer 1689
ENQ08325,Fixed,TRUE,1/10/2024,Trader20,RC20,C-1246,Customer 1246
ENQ08319,Fixed,TRUE,5/14/2021,Trader15,RC15,C-620,Customer 620
ENQ08329,Fixed,TRUE,1/28/2023,Trader80,RC80,C-2223,Customer 2223
ENQ08327,Fixed,TRUE,8/25/2021,Trader5,RC5,C-981,Customer 981
ENQ08332,Lost,FALSE,9/8/2024,Trader5,RC5,C-1150,Customer 1150
ENQ08334,Lost,FALSE,5/7/2022,Trader44,RC44,C-01,Customer 1
ENQ08331,Lost,FALSE,7/17/2020,Trader42,RC42,C-1639,Customer 1639
ENQ08328,Fixed,TRUE,12/9/2021,Trader26,RC26,C-658,Customer 658
ENQ08333,Fixed,TRUE,1/27/2021,Trader20,RC20,C-1087,Customer 1087
ENQ08330,Lost,FALSE,3/5/2022,Trader17,RC17,C-211,Customer 211
ENQ08341,Fixed,TRUE,4/8/2020,Trader48,RC48,C-1103,Customer 1103
ENQ08336,Lost,FALSE,5/9/2022,Trader47,RC47,C-2112,Customer 2112
ENQ08338,Fixed,TRUE,2/8/2021,Trader40,RC40,C-1789,Customer 1789
ENQ08339,Fixed,TRUE,2/12/2021,Trader40,RC40,C-1596,Customer 1596
ENQ08335,Fixed,TRUE,4/6/2021,Trader39,RC39,C-253,Customer 253
ENQ08340,Fixed,TRUE,10/12/2025,Trader37,RC37,C-1538,Customer 1538
ENQ08337,Lost,FALSE,8/18/2024,Trader17,RC17,C-211,Customer 211
ENQ08344,Fixed,TRUE,5/26/2020,Trader58,RC58,C-2192,Customer 2192
ENQ08346,Lost,FALSE,9/13/2025,Trader52,RC52,C-1228,Customer 1228
ENQ08342,Fixed,TRUE,8/2/2023,Trader5,RC5,C-676,Customer 676
ENQ08343,Lost,FALSE,6/2/2024,Trader42,RC42,C-327,Customer 327
ENQ08345,Lost,FALSE,8/17/2025,Trader42,RC42,C-1294,Customer 1294
ENQ08347,Lost,FALSE,12/29/2024,Trader4,RC4,C-1013,Customer 1013
ENQ08351,Fixed,TRUE,2/22/2024,Trader71,RC71,C-691,Customer 691
ENQ08352,Lost,FALSE,5/26/2022,Trader52,RC52,C-632,Customer 632
ENQ08354,Lost,FALSE,4/18/2024,Trader52,RC52,C-2013,Customer 2013
ENQ08349,Fixed,TRUE,1/16/2025,Trader5,RC5,C-943,Customer 943
ENQ08348,Lost,FALSE,6/18/2025,Trader4,RC4,C-9999,Customer 9999
ENQ08353,Lost,FALSE,10/1/2022,Trader26,RC26,C-369,Customer 369
ENQ08350,Lost,FALSE,5/30/2022,Trader15,RC15,C-812,Customer 812
ENQ08362,Fixed,TRUE,1/13/2024,Trader8,RC8,C-1902,Customer 1902
ENQ08359,Lost,FALSE,11/10/2024,Trader65,RC65,C-233,Customer 233
ENQ08366,Lost,FALSE,4/24/2023,Trader64,RC64,C-1286,Customer 1286
ENQ08357,Lost,FALSE,10/6/2022,Trader60,RC60,C-625,Customer 625
ENQ08356,Lost,FALSE,12/31/2021,Trader52,RC52,C-926,Customer 926
ENQ08364,Fixed,TRUE,11/23/2020,Trader52,RC52,C-1419,Customer 1419
ENQ08367,Fixed,TRUE,3/11/2020,Trader41,RC41,C-1085,Customer 1085
ENQ08355,Lost,FALSE,2/26/2025,Trader4,RC4,C-948,Customer 948
ENQ08361,Lost,FALSE,8/18/2025,Trader27,RC27,C-2008,Customer 2008
ENQ08358,Fixed,TRUE,2/24/2021,Trader26,RC26,C-322,Customer 322
ENQ08365,Fixed,TRUE,3/17/2023,Trader20,RC20,C-1310,Customer 1310
ENQ08360,Lost,FALSE,7/13/2023,Trader17,RC17,C-211,Customer 211
ENQ08363,Lost,FALSE,9/16/2021,Trader11,RC11,C-1538,Customer 1538
ENQ08373,Lost,FALSE,3/21/2025,Trader74,RC74,C-2155,Customer 2155
ENQ08368,Lost,FALSE,12/16/2023,Trader71,RC71,C-691,Customer 691
ENQ08371,Lost,FALSE,8/23/2022,Trader71,RC71,C-352,Customer 352
ENQ08372,Lost,FALSE,3/16/2025,Trader65,RC65,C-233,Customer 233
ENQ08378,Lost,FALSE,4/12/2022,Trader63,RC63,C-1001,Customer 1001
ENQ08369,Fixed,TRUE,8/17/2021,Trader60,RC60,C-625,Customer 625
ENQ08377,Lost,FALSE,1/21/2024,Trader48,RC48,C-1169,Customer 1169
ENQ08374,Lost,FALSE,3/14/2021,Trader47,RC47,C-2112,Customer 2112
ENQ08370,Lost,FALSE,4/5/2023,Trader44,RC44,C-47,Customer 47
ENQ08376,Fixed,TRUE,1/6/2020,Trader41,RC41,C-1359,Customer 1359
ENQ08375,Fixed,TRUE,9/3/2023,Trader40,RC40,C-1992,Customer 1992
ENQ08385,Lost,FALSE,7/8/2020,Trader76,RC76,C-2281,Customer 2281
ENQ08387,Fixed,TRUE,3/19/2023,Trader71,RC71,C-1110,Customer 1110
ENQ08384,Fixed,TRUE,11/9/2023,Trader58,RC58,C-257,Customer 257
ENQ08380,Lost,FALSE,6/28/2023,Trader52,RC52,C-926,Customer 926
ENQ08386,Lost,FALSE,1/26/2024,Trader5,RC5,C-207,Customer 207
ENQ08383,Fixed,TRUE,2/24/2020,Trader42,RC42,C-293,Customer 293
ENQ08382,Lost,FALSE,11/8/2022,Trader26,RC26,C-322,Customer 322
ENQ08388,Lost,FALSE,6/30/2023,Trader20,RC20,C-1052,Customer 1052
ENQ08379,Lost,FALSE,2/10/2025,Trader17,RC17,C-9999,Customer 9999
ENQ08381,Fixed,TRUE,10/1/2022,Trader15,RC15,C-763,Customer 763
ENQ08392,Lost,FALSE,7/24/2025,Trader83,RC83,C-2268,Customer 2268
ENQ08393,Lost,FALSE,7/18/2024,Trader65,RC65,C-188,Customer 188
ENQ08398,Lost,FALSE,5/24/2020,Trader58,RC58,C-1054,Customer 1054
ENQ08396,Lost,FALSE,11/10/2020,Trader48,RC48,C-1192,Customer 1192
ENQ08390,Lost,FALSE,1/19/2023,Trader42,RC42,C-327,Customer 327
ENQ08391,Fixed,TRUE,5/20/2023,Trader39,RC39,C-253,Customer 253
ENQ08389,Lost,FALSE,12/9/2025,Trader36,RC36,C-404,Customer 404
ENQ08397,Lost,FALSE,8/29/2025,Trader29,RC29,C-1079,Customer 1079
ENQ08394,Lost,FALSE,9/4/2023,Trader27,RC27,C-1689,Customer 1689
ENQ08395,Approved,FALSE,6/27/2025,Trader27,RC27,C-1689,Customer 1689
ENQ08401,Lost,FALSE,6/24/2024,Trader65,RC65,C-1370,Customer 1370
ENQ08403,Lost,FALSE,8/26/2025,Trader62,RC62,C-1087,Customer 1087
ENQ08399,Fixed,TRUE,6/23/2024,Trader56,RC56,C-971,Customer 971
ENQ08402,Lost,FALSE,1/7/2020,Trader48,RC48,C-1238,Customer 1238
ENQ08400,Lost,FALSE,9/19/2021,Trader44,RC44,C-75,Customer 75
ENQ08404,Lost,FALSE,1/5/2024,Trader79,RC79,C-9999,Customer 9999
ENQ08409,Fixed,TRUE,12/13/2021,Trader73,RC73,C-2010,Customer 2010
ENQ08414,Fixed,TRUE,12/13/2023,Trader71,RC71,C-1092,Customer 1092
ENQ08415,Fixed,TRUE,9/15/2020,Trader71,RC71,C-1092,Customer 1092
ENQ08405,Fixed,TRUE,10/10/2021,Trader53,RC53,C-927,Customer 927
ENQ08413,Lost,FALSE,8/23/2022,Trader48,RC48,C-1124,Customer 1124
ENQ08410,Lost,FALSE,7/8/2022,Trader42,RC42,C-1426,Customer 1426
ENQ08411,Declined,FALSE,6/21/2024,Trader41,RC41,C-1359,Customer 1359
ENQ08407,Fixed,TRUE,2/10/2025,Trader36,RC36,C-357,Customer 357
ENQ08408,Fixed,TRUE,1/9/2023,Trader26,RC26,C-322,Customer 322
ENQ08406,Lost,FALSE,12/10/2020,Trader25,RC25,C-774,Customer 774
ENQ08412,Fixed,TRUE,10/1/2022,Trader20,RC20,C-1310,Customer 1310
ENQ08421,Fixed,TRUE,8/1/2023,Trader58,RC58,C-687,Customer 687
ENQ08426,Lost,FALSE,8/26/2024,Trader58,RC58,C-1934,Customer 1934
ENQ08428,Lost,FALSE,4/4/2024,Trader58,RC58,C-167,Customer 167
ENQ08422,Fixed,TRUE,4/2/2022,Trader52,RC52,C-436,Customer 436
ENQ08418,Lost,FALSE,11/5/2020,Trader5,RC5,C-79,Customer 79
ENQ08425,Lost,FALSE,3/27/2024,Trader5,RC5,C-207,Customer 207
ENQ08427,Fixed,TRUE,10/21/2020,Trader47,RC47,C-1830,Customer 1830
ENQ08416,Fixed,TRUE,12/25/2021,Trader44,RC44,C-892,Customer 892
ENQ08419,Lost,FALSE,7/13/2025,Trader36,RC36,C-72,Customer 72
ENQ08424,Lost,FALSE,2/18/2021,Trader36,RC36,C-207,Customer 207
ENQ08420,Lost,FALSE,3/15/2022,Trader19,RC19,C-708,Customer 708
ENQ08417,Lost,FALSE,5/21/2024,Trader17,RC17,C-874,Customer 874
ENQ08423,Lost,FALSE,7/17/2024,Trader17,RC17,C-211,Customer 211
ENQ08429,Lost,FALSE,6/18/2022,Trader11,RC11,C-1575,Customer 1575
ENQ08437,Lost,FALSE,8/31/2021,Trader71,RC71,C-263,Customer 263
ENQ08433,Lost,FALSE,9/19/2025,Trader65,RC65,C-848,Customer 848
ENQ08442,Declined,FALSE,8/30/2023,Trader64,RC64,C-1275,Customer 1275
ENQ08436,Lost,FALSE,6/5/2020,Trader60,RC60,C-625,Customer 625
ENQ08441,Fixed,TRUE,11/17/2023,Trader52,RC52,C-1520,Customer 1520
ENQ08439,Lost,FALSE,7/17/2023,Trader51,RC51,C-1781,Customer 1781
ENQ08432,Fixed,TRUE,8/13/2023,Trader5,RC5,C-955,Customer 955
ENQ08435,Lost,FALSE,6/2/2025,Trader5,RC5,C-642,Customer 642
ENQ08438,Lost,FALSE,11/16/2021,Trader46,RC46,C-1957,Customer 1957
ENQ08440,Fixed,TRUE,1/31/2021,Trader46,RC46,C-1655,Customer 1655
ENQ08431,Lost,FALSE,12/29/2025,Trader42,RC42,C-9999,Customer 9999
ENQ08434,Fixed,TRUE,10/21/2025,Trader25,RC25,C-714,Customer 714
ENQ08430,Lost,FALSE,11/9/2021,Trader19,RC19,C-9999,Customer 9999
ENQ08443,Lost,FALSE,8/10/2024,Trader65,RC65,C-83,Customer 83
ENQ08454,Lost,FALSE,2/13/2020,Trader63,RC63,C-1151,Customer 1151
ENQ08455,Lost,FALSE,3/12/2025,Trader5,RC5,C-1150,Customer 1150
ENQ08451,Lost,FALSE,6/5/2022,Trader48,RC48,C-1310,Customer 1310
ENQ08452,Fixed,TRUE,4/21/2021,Trader44,RC44,C-1284,Customer 1284
ENQ08446,Lost,FALSE,8/30/2022,Trader42,RC42,C-429,Customer 429
ENQ08447,Lost,FALSE,6/18/2021,Trader36,RC36,C-306,Customer 306
ENQ08449,Lost,FALSE,8/14/2021,Trader36,RC36,C-207,Customer 207
ENQ08444,Lost,FALSE,7/10/2020,Trader26,RC26,C-734,Customer 734
ENQ08448,Fixed,TRUE,7/13/2021,Trader26,RC26,C-271,Customer 271
ENQ08450,Fixed,TRUE,1/25/2020,Trader22,RC22,C-1956,Customer 1956
ENQ08453,Fixed,TRUE,9/3/2020,Trader20,RC20,C-1196,Customer 1196
ENQ08445,Lost,TRUE,12/4/2020,Trader15,RC15,C-697,Customer 697
ENQ08460,Fixed,TRUE,5/25/2025,Trader71,RC71,C-352,Customer 352
ENQ08466,Lost,FALSE,9/13/2024,Trader60,RC60,C-1343,Customer 1343
ENQ08458,Fixed,TRUE,12/12/2021,Trader52,RC52,C-926,Customer 926
ENQ08464,Lost,FALSE,11/1/2020,Trader52,RC52,C-1517,Customer 1517
ENQ08457,Fixed,TRUE,7/22/2023,Trader51,RC51,C-971,Customer 971
ENQ08459,Lost,FALSE,3/28/2025,Trader51,RC51,C-373,Customer 373
ENQ08461,Lost,FALSE,10/11/2023,Trader48,RC48,C-294,Customer 294
ENQ08467,Lost,FALSE,9/26/2021,Trader48,RC48,C-1315,Customer 1315
ENQ08463,Lost,FALSE,6/29/2021,Trader47,RC47,C-1620,Customer 1620
ENQ08456,Lost,FALSE,5/11/2025,Trader44,RC44,C-9999,Customer 9999
ENQ08462,Lost,FALSE,5/21/2021,Trader36,RC36,C-207,Customer 207
ENQ08465,Fixed,TRUE,4/1/2021,Trader18,RC18,C-1479,Customer 1479
ENQ08468,Lost,FALSE,12/17/2024,Trader10,RC10,C-1118,Customer 1118
ENQ08474,Lost,FALSE,9/15/2024,Trader71,RC71,C-691,Customer 691
ENQ08470,Lost,FALSE,2/13/2025,Trader65,RC65,C-83,Customer 83
ENQ08471,Lost,FALSE,9/15/2024,Trader60,RC60,C-767,Customer 767
ENQ08469,Lost,FALSE,10/26/2024,Trader5,RC5,C-981,Customer 981
ENQ08480,Lost,FALSE,1/8/2025,Trader5,RC5,C-1150,Customer 1150
ENQ08477,Fixed,TRUE,5/8/2021,Trader48,RC48,C-1302,Customer 1302
ENQ08479,Lost,FALSE,2/1/2021,Trader48,RC48,C-1192,Customer 1192
ENQ08476,Lost,FALSE,9/10/2025,Trader40,RC40,C-1596,Customer 1596
ENQ08475,Lost,FALSE,4/15/2021,Trader36,RC36,C-357,Customer 357
ENQ08472,Fixed,TRUE,8/4/2025,Trader26,RC26,C-724,Customer 724
ENQ08473,Fixed,TRUE,1/28/2022,Trader25,RC25,C-700,Customer 700
ENQ08478,Lost,FALSE,1/26/2020,Trader10,RC10,C-1271,Customer 1271
ENQ08485,Lost,FALSE,11/14/2025,Trader71,RC71,C-691,Customer 691
ENQ08496,Lost,FALSE,9/30/2020,Trader63,RC63,C-1191,Customer 1191
ENQ08488,Lost,FALSE,9/9/2024,Trader58,RC58,C-316,Customer 316
ENQ08493,Lost,FALSE,5/26/2022,Trader52,RC52,C-1346,Customer 1346
ENQ08495,Fixed,TRUE,1/27/2023,Trader52,RC52,C-1287,Customer 1287
ENQ08486,Fixed,TRUE,2/22/2020,Trader5,RC5,C-642,Customer 642
ENQ08497,Lost,FALSE,6/18/2023,Trader5,RC5,C-1150,Customer 1150
ENQ08498,Lost,FALSE,8/7/2023,Trader5,RC5,C-1150,Customer 1150
ENQ08499,Lost,FALSE,10/25/2022,Trader5,RC5,C-1086,Customer 1086
ENQ08494,Lost,FALSE,11/6/2023,Trader48,RC48,C-1310,Customer 1310
ENQ08482,Lost,FALSE,12/15/2022,Trader41,RC41,C-931,Customer 931
ENQ08483,Fixed,TRUE,7/4/2023,Trader41,RC41,C-931,Customer 931
ENQ08487,Lost,FALSE,1/18/2020,Trader36,RC36,C-357,Customer 357
ENQ08489,Fixed,TRUE,5/4/2022,Trader36,RC36,C-03,Customer 3
ENQ08492,Lost,FALSE,3/3/2020,Trader27,RC27,C-1689,Customer 1689
ENQ08481,Lost,FALSE,6/17/2025,Trader26,RC26,C-9999,Customer 9999
ENQ08484,Declined,FALSE,8/15/2025,Trader26,RC26,C-841,Customer 841
ENQ08491,Lost,FALSE,10/27/2020,Trader20,RC20,C-1765,Customer 1765
ENQ08490,Lost,FALSE,2/24/2022,Trader17,RC17,C-211,Customer 211
ENQ08501,Fixed,TRUE,9/15/2025,Trader65,RC65,C-83,Customer 83
ENQ08508,Fixed,TRUE,6/19/2020,Trader64,RC64,C-1281,Customer 1281
ENQ08506,Fixed,TRUE,12/12/2021,Trader52,RC52,C-1474,Customer 1474
ENQ08507,Lost,FALSE,9/23/2022,Trader52,RC52,C-1346,Customer 1346
ENQ08510,Lost,FALSE,7/9/2021,Trader52,RC52,C-1159,Customer 1159
ENQ08502,Lost,FALSE,5/4/2020,Trader5,RC5,C-740,Customer 740
ENQ08509,Lost,FALSE,7/6/2021,Trader5,RC5,C-1180,Customer 1180
ENQ08504,Lost,FALSE,2/15/2023,Trader40,RC40,C-380,Customer 380
ENQ08505,Lost,FALSE,11/13/2022,Trader17,RC17,C-211,Customer 211
ENQ08500,Fixed,TRUE,6/6/2022,Trader15,RC15,C-957,Customer 957
ENQ08503,Fixed,TRUE,12/31/2024,Trader15,RC15,C-620,Customer 620
ENQ08513,Fixed,TRUE,12/26/2024,Trader52,RC52,C-1148,Customer 1148
ENQ08512,Lost,FALSE,2/2/2021,Trader26,RC26,C-271,Customer 271
ENQ08511,Lost,FALSE,4/6/2022,Trader25,RC25,C-854,Customer 854
ENQ08518,Lost,FALSE,2/13/2021,Trader63,RC63,C-1526,Customer 1526
ENQ08515,Fixed,TRUE,9/12/2022,Trader58,RC58,C-941,Customer 941
ENQ08517,Lost,FALSE,5/13/2021,Trader58,RC58,C-167,Customer 167
ENQ08514,Lost,FALSE,1/6/2020,Trader4,RC4,C-948,Customer 948
ENQ08516,Fixed,TRUE,11/21/2021,Trader26,RC26,C-262,Customer 262
ENQ08525,Lost,FALSE,2/18/2024,Trader7,RC7,C-1537,Customer 1537
ENQ08520,Fixed,TRUE,12/28/2020,Trader65,RC65,C-83,Customer 83
ENQ08522,Fixed,TRUE,10/12/2025,Trader58,RC58,C-687,Customer 687
ENQ08519,Lost,FALSE,4/8/2021,Trader5,RC5,C-981,Customer 981
ENQ08523,Fixed,TRUE,12/10/2025,Trader5,RC5,C-642,Customer 642
ENQ08526,Lost,FALSE,11/13/2021,Trader5,RC5,C-1086,Customer 1086
ENQ08521,Fixed,TRUE,6/29/2024,Trader40,RC40,C-72,Customer 72
ENQ08524,Lost,FALSE,5/25/2021,Trader38,RC38,C-2140,Customer 2140
ENQ08530,Lost,FALSE,7/11/2025,Trader71,RC71,C-395,Customer 395
ENQ08531,Lost,FALSE,11/25/2023,Trader71,RC71,C-352,Customer 352
ENQ08527,Lost,FALSE,9/25/2023,Trader65,RC65,C-83,Customer 83
ENQ08528,Fixed,TRUE,12/3/2025,Trader58,RC58,C-727,Customer 727
ENQ08533,Lost,FALSE,5/30/2024,Trader5,RC5,C-1150,Customer 1150
ENQ08532,Lost,FALSE,3/31/2022,Trader17,RC17,C-231,Customer 231
ENQ08529,Fixed,TRUE,12/8/2021,Trader12,RC12,C-702,Customer 702
ENQ08543,Lost,FALSE,5/23/2021,Trader71,RC71,C-1092,Customer 1092
ENQ08534,Lost,FALSE,6/28/2024,Trader52,RC52,C-902,Customer 902
ENQ08535,Lost,FALSE,11/20/2021,Trader5,RC5,C-79,Customer 79
ENQ08542,Lost,FALSE,7/4/2025,Trader5,RC5,C-1150,Customer 1150
ENQ08539,Lost,FALSE,1/3/2022,Trader37,RC37,C-1538,Customer 1538
ENQ08537,Fixed,TRUE,4/29/2020,Trader36,RC36,C-306,Customer 306
ENQ08538,Lost,FALSE,11/5/2021,Trader20,RC20,C-1843,Customer 1843
ENQ08541,Lost,FALSE,5/5/2020,Trader19,RC19,C-1406,Customer 1406
ENQ08540,Lost,FALSE,5/22/2024,Trader17,RC17,C-1488,Customer 1488
ENQ08544,Lost,FALSE,9/1/2024,Trader17,RC17,C-1024,Customer 1024
ENQ08536,Lost,FALSE,10/4/2022,Trader15,RC15,C-763,Customer 763
ENQ08547,Fixed,TRUE,7/21/2022,Trader65,RC65,C-83,Customer 83
ENQ08553,Lost,FALSE,8/8/2025,Trader65,RC65,C-1370,Customer 1370
ENQ08546,Lost,FALSE,8/14/2020,Trader52,RC52,C-926,Customer 926
ENQ08552,Lost,FALSE,6/21/2021,Trader52,RC52,C-1622,Customer 1622
ENQ08548,Lost,FALSE,6/29/2024,Trader5,RC5,C-676,Customer 676
ENQ08549,Fixed,TRUE,9/17/2020,Trader5,RC5,C-676,Customer 676
ENQ08550,Lost,FALSE,2/26/2022,Trader42,RC42,C-327,Customer 327
ENQ08551,Lost,FALSE,12/10/2023,Trader42,RC42,C-327,Customer 327
ENQ08554,Lost,FALSE,1/1/2025,Trader36,RC36,C-1276,Customer 1276
ENQ08555,Lost,FALSE,7/26/2023,Trader30,RC30,C-1231,Customer 1231
ENQ08545,Lost,FALSE,8/21/2020,Trader26,RC26,C-927,Customer 927
ENQ08557,Lost,FALSE,11/25/2020,Trader71,RC71,C-352,Customer 352
ENQ08558,Fixed,TRUE,7/4/2021,Trader71,RC71,C-352,Customer 352
ENQ08559,Lost,FALSE,10/1/2022,Trader68,RC68,C-1775,Customer 1775
ENQ08563,Lost,FALSE,6/12/2024,Trader55,RC55,C-01,Customer 1
ENQ08562,Lost,FALSE,10/4/2024,Trader52,RC52,C-1351,Customer 1351
ENQ08556,Fixed,TRUE,8/26/2024,Trader5,RC5,C-676,Customer 676
ENQ08560,Lost,FALSE,2/27/2022,Trader5,RC5,C-1626,Customer 1626
ENQ08561,Lost,FALSE,8/16/2020,Trader19,RC19,C-1467,Customer 1467
ENQ08569,Lost,FALSE,12/2/2022,Trader71,RC71,C-263,Customer 263
ENQ08566,Lost,FALSE,9/20/2025,Trader51,RC51,C-373,Customer 373
ENQ08570,Lost,FALSE,8/12/2022,Trader51,RC51,C-1824,Customer 1824
ENQ08567,Lost,FALSE,3/26/2022,Trader48,RC48,C-363,Customer 363
ENQ08568,Open,FALSE,12/1/2025,Trader42,RC42,C-327,Customer 327
ENQ08571,Lost,FALSE,7/17/2024,Trader27,RC27,C-1689,Customer 1689
ENQ08564,Lost,FALSE,5/14/2025,Trader26,RC26,C-939,Customer 939
ENQ08565,Fixed,TRUE,2/14/2020,Trader26,RC26,C-880,Customer 880
ENQ08572,Fixed,TRUE,2/20/2022,Trader26,RC26,C-1493,Customer 1493
ENQ08574,Lost,FALSE,6/30/2022,Trader20,RC20,C-1246,Customer 1246
ENQ08575,Fixed,TRUE,10/3/2025,Trader20,RC20,C-1052,Customer 1052
ENQ08573,Lost,FALSE,12/18/2020,Trader17,RC17,C-1485,Customer 1485
ENQ08579,Lost,FALSE,10/1/2024,Trader71,RC71,C-691,Customer 691
ENQ08576,Lost,FALSE,10/4/2023,Trader65,RC65,C-9999,Customer 9999
ENQ08578,Lost,FALSE,12/25/2020,Trader58,RC58,C-727,Customer 727
ENQ08580,Fixed,TRUE,5/12/2023,Trader5,RC5,C-676,Customer 676
ENQ08583,Lost,FALSE,12/15/2020,Trader5,RC5,C-1626,Customer 1626
ENQ08584,Fixed,TRUE,6/24/2025,Trader47,RC47,C-1524,Customer 1524
ENQ08585,Lost,FALSE,3/16/2022,Trader37,RC37,C-1487,Customer 1487
ENQ08577,Lost,FALSE,1/11/2024,Trader26,RC26,C-939,Customer 939
ENQ08581,Lost,FALSE,6/11/2021,Trader17,RC17,C-211,Customer 211
ENQ08582,Lost,FALSE,12/6/2022,Trader17,RC17,C-2109,Customer 2109
ENQ08594,Lost,FALSE,11/9/2022,Trader58,RC58,C-167,Customer 167
ENQ08587,Lost,FALSE,7/11/2024,Trader53,RC53,C-927,Customer 927
ENQ08588,Fixed,TRUE,8/18/2023,Trader52,RC52,C-925,Customer 925
ENQ08595,Lost,FALSE,6/13/2020,Trader52,RC52,C-1617,Customer 1617
